Model,Percentage Error
Linear Regression,6.210993646615931
Linear Regression,10.036379039681197
Linear Regression,30.812679332814923
Linear Regression,32.55704582186853
Linear Regression,83.62638703862774
Linear Regression,46.99978574584278
Linear Regression,17.915772470522946
Linear Regression,21.43387556673648
Linear Regression,3.8733588870058884
Linear Regression,18.287920014547822
Linear Regression,6.869673360111659
Linear Regression,2.9396457602201504
Linear Regression,21.988274442723547
Linear Regression,21.899719168637052
Linear Regression,18.987894584127922
Linear Regression,14.358609088936857
Linear Regression,56.9617238783121
Linear Regression,4.960970642346458
Linear Regression,5.234845401136672
Linear Regression,31.599736253728405
Linear Regression,18.22707922454212
Linear Regression,25.351431453778577
Linear Regression,0.6709294521500943
Linear Regression,59.044210175180986
Linear Regression,17.51912494820223
Linear Regression,27.152002534630583
Linear Regression,3.792989488442295
Linear Regression,17.46055279660201
Linear Regression,12.35553353808536
Linear Regression,24.434755510276876
Linear Regression,11.778326430071266
Linear Regression,9.29642275573861
Linear Regression,17.832254067978674
Linear Regression,1.759278041671743
Linear Regression,7.02590053578165
Linear Regression,7.862764040612849
Linear Regression,29.428049084986423
Linear Regression,15.586927800452946
Linear Regression,1.1082052735395678
Linear Regression,3.1984772357716538
Linear Regression,10.024927563890682
Linear Regression,33.72521031261273
Linear Regression,9.382489706705908
Linear Regression,16.478778025905353
Linear Regression,11.52400922391523
Linear Regression,13.064079796300327
Linear Regression,8.823576580066215
Linear Regression,31.695256452595704
Linear Regression,11.327024564707703
Linear Regression,1.2446880568644652
Linear Regression,44.545310522050706
Linear Regression,20.36658209494126
Linear Regression,7.964557953284876
Linear Regression,44.67975436442392
Linear Regression,12.914910232167012
Linear Regression,28.116715115034197
Linear Regression,3.694987942168155
Linear Regression,13.242185115826487
Linear Regression,5.513100718295502
Linear Regression,2.1580949025561824
Linear Regression,29.29037054386009
Linear Regression,0.846805523213868
Linear Regression,8.228333965004115
Linear Regression,28.974957418883907
Linear Regression,29.300754508336347
Linear Regression,36.563176654265476
Linear Regression,28.42653773126952
Linear Regression,4.796376426701256
Linear Regression,10.535567760492652
Linear Regression,11.375846910805219
Linear Regression,2.97648047509332
Linear Regression,21.87689098064598
Linear Regression,35.89415325394304
Linear Regression,16.40024106812107
Linear Regression,31.583464246462505
Linear Regression,39.332326064717975
Linear Regression,13.030478767217152
Linear Regression,17.63809235351644
Linear Regression,7.637171059723616
Linear Regression,18.948671959688653
Linear Regression,12.684907976546627
Linear Regression,20.720152258473348
Linear Regression,2.1983595618243386
Linear Regression,3.2639155519829774
Linear Regression,26.180623498654153
Linear Regression,9.68971540535223
Linear Regression,12.276259902600016
Linear Regression,36.17390963687127
Linear Regression,15.607714681352114
Linear Regression,1.7805705276505661
Linear Regression,72.19260545282931
Linear Regression,16.867529776906682
Linear Regression,27.818857829186967
Linear Regression,8.239509439162141
Linear Regression,3.63829834031386
Linear Regression,30.21880996437336
Linear Regression,0.11554936201212572
Linear Regression,8.952579543715405
Linear Regression,67.79443353701107
Linear Regression,2.4180811324661793
Linear Regression,21.673756561620717
Linear Regression,9.637129681130197
Linear Regression,1.4615059739874983
Linear Regression,9.999409346789117
Linear Regression,14.743512218306645
Linear Regression,8.774157670025987
Linear Regression,3.5887939695644784
Linear Regression,4.857083855461137
Linear Regression,42.298917937865724
Linear Regression,43.07050283545072
Linear Regression,5.5522382242395665
Linear Regression,21.193579936375496
Linear Regression,12.83760563927117
Linear Regression,8.341682731305488
Linear Regression,53.197972736738244
Linear Regression,32.31161660145281
Linear Regression,1.5526474999362128
Linear Regression,15.87202416510368
Linear Regression,11.00923064561128
Linear Regression,8.308356008156585
Linear Regression,31.308969711474287
Linear Regression,18.750954274736063
Linear Regression,2.2583985860668747
Linear Regression,0.03969629021341864
Linear Regression,19.4110163258453
Linear Regression,16.06072618117983
Linear Regression,39.92847089091337
Linear Regression,10.183292991821338
Linear Regression,30.823493154723153
Linear Regression,14.084036976869122
Linear Regression,39.691665052706526
Linear Regression,13.094815315486514
Linear Regression,9.305601296038974
Linear Regression,6.574181145267173
Linear Regression,56.45636914699128
Linear Regression,0.5005874708087363
Linear Regression,9.808420585636515
Linear Regression,12.311697703796574
Linear Regression,7.6202007148398
Linear Regression,3.5707195132072287
Linear Regression,7.499991622941556
Linear Regression,1.295689537009503
Linear Regression,27.604753006305266
Linear Regression,27.9094953462182
Linear Regression,13.536825917127329
Linear Regression,10.475687867288636
Linear Regression,17.139865345318043
Linear Regression,10.304377393966345
Linear Regression,7.9814665418002235
Linear Regression,24.684976685752993
Linear Regression,24.54938619982942
Linear Regression,28.72487386811126
Linear Regression,53.428454427610916
Linear Regression,21.52548027986003
Linear Regression,9.49755955189007
Linear Regression,9.182204372599543
Linear Regression,71.36618861407564
Linear Regression,1.6281775652304664
Linear Regression,5.112885542233932
Linear Regression,16.7456479027165
Linear Regression,19.432175885613226
Linear Regression,17.21821576229794
Linear Regression,0.6717339833466374
Linear Regression,3.311303713258858
Linear Regression,10.580148750673303
Linear Regression,7.029072902998355
Linear Regression,16.85993977143295
Linear Regression,7.684743101534979
Linear Regression,8.120740306797837
Linear Regression,22.266924841839923
Linear Regression,24.793009302076204
Linear Regression,2.9831058099173995
Linear Regression,7.953279036065511
Linear Regression,6.914852388839134
Linear Regression,17.51382332729185
Linear Regression,16.74534647346943
Linear Regression,10.282779150031498
Linear Regression,25.24356371353743
Linear Regression,9.872483974362147
Linear Regression,7.45448110571702
Linear Regression,34.36893806340336
Linear Regression,13.925849780865576
Linear Regression,19.060804260054574
Linear Regression,0.14264883749102328
Linear Regression,17.141578391557367
Linear Regression,4.442587817383342
Linear Regression,6.053405719137426
Linear Regression,6.917575450964263
Linear Regression,2.9036795231807973
Linear Regression,1.704441072871688
Linear Regression,3.07560269839836
Linear Regression,7.348289815650492
Linear Regression,24.859925776512963
Linear Regression,7.195052059724744
Linear Regression,11.12828333895995
Linear Regression,26.03154157460666
Linear Regression,78.28045730965052
Linear Regression,2.5571218430972253
Linear Regression,13.395093676718819
Linear Regression,10.633153361255113
Linear Regression,42.83678146165269
Linear Regression,34.805812675266736
Linear Regression,17.70465082940915
Linear Regression,29.75462333535467
Linear Regression,2.0966436393952845
Linear Regression,6.491027972048402
Linear Regression,17.259198498601727
Linear Regression,51.35210181467584
Linear Regression,31.537311772003697
Linear Regression,11.853337854555066
Ridge Regression,15.734140005203697
Ridge Regression,16.388286108463998
Ridge Regression,14.536053711447053
Ridge Regression,23.300614828877293
Ridge Regression,19.822260954614286
Ridge Regression,33.56923138970812
Ridge Regression,19.29449538770681
Ridge Regression,18.559699905110946
Ridge Regression,2.515254558475926
Ridge Regression,22.370250199587915
Ridge Regression,13.423094486897472
Ridge Regression,0.05726101955647805
Ridge Regression,4.442992252056819
Ridge Regression,27.38030632630234
Ridge Regression,24.363269651741426
Ridge Regression,10.989705566872546
Ridge Regression,53.51059970265209
Ridge Regression,18.07036617503129
Ridge Regression,10.665231052642657
Ridge Regression,24.717042575482484
Ridge Regression,10.646309038103603
Ridge Regression,31.79273184213519
Ridge Regression,8.074388800995328
Ridge Regression,4.906289071913542
Ridge Regression,1.0445884959462102
Ridge Regression,10.103230355192759
Ridge Regression,9.347197007073797
Ridge Regression,0.3341877396235372
Ridge Regression,5.2141062058106575
Ridge Regression,19.05443813540368
Ridge Regression,10.110278790260447
Ridge Regression,7.899932754196165
Ridge Regression,1.4874220970682421
Ridge Regression,1.399481578569453
Ridge Regression,3.514099840639843
Ridge Regression,8.49655450463403
Ridge Regression,24.523213989750104
Ridge Regression,6.355030330792536
Ridge Regression,5.403976782587989
Ridge Regression,16.16591354227749
Ridge Regression,4.45753517869524
Ridge Regression,34.488769185301365
Ridge Regression,11.935093987892149
Ridge Regression,13.175019053998433
Ridge Regression,24.238330292878064
Ridge Regression,12.695252383863242
Ridge Regression,6.81868778510597
Ridge Regression,9.607015256453403
Ridge Regression,3.246878559009402
Ridge Regression,12.527560156186565
Ridge Regression,29.91295337038252
Ridge Regression,18.74847808193449
Ridge Regression,10.959819336676881
Ridge Regression,41.69660044891895
Ridge Regression,15.772395950516474
Ridge Regression,8.488939172003947
Ridge Regression,3.272714164110175
Ridge Regression,14.036058598737974
Ridge Regression,5.038082628887852
Ridge Regression,2.181953010393679
Ridge Regression,20.788262420023617
Ridge Regression,16.09413812802639
Ridge Regression,9.937925959666464
Ridge Regression,30.197340055459954
Ridge Regression,26.99925548664902
Ridge Regression,32.978849636752415
Ridge Regression,37.52101428669869
Ridge Regression,2.949003558094693
Ridge Regression,8.296168582816179
Ridge Regression,9.667580405505054
Ridge Regression,0.9784912632709972
Ridge Regression,13.030059420659548
Ridge Regression,24.44989752769793
Ridge Regression,9.936812233021453
Ridge Regression,19.225196839943273
Ridge Regression,32.969414242538704
Ridge Regression,2.9838394989830763
Ridge Regression,0.6649950365764199
Ridge Regression,1.7291572236154555
Ridge Regression,20.13044899051324
Ridge Regression,4.463730751147519
Ridge Regression,5.7344872479216225
Ridge Regression,5.774687679417489
Ridge Regression,2.843139711433973
Ridge Regression,21.119715705006726
Ridge Regression,14.076778435533091
Ridge Regression,4.333394114910013
Ridge Regression,11.718065601049652
Ridge Regression,10.332097665957987
Ridge Regression,10.969210549170441
Ridge Regression,21.4446339117757
Ridge Regression,18.064966832583327
Ridge Regression,23.025350671182103
Ridge Regression,9.922666193388832
Ridge Regression,6.685548529179231
Ridge Regression,15.662064429674395
Ridge Regression,5.051881155387122
Ridge Regression,11.388553634393439
Ridge Regression,13.090474517426594
Ridge Regression,0.07083687740764438
Ridge Regression,9.95714054834085
Ridge Regression,0.6703295302306591
Ridge Regression,4.879960124641422
Ridge Regression,12.618563636145947
Ridge Regression,16.642487174659983
Ridge Regression,8.857367636495706
Ridge Regression,2.535275782213604
Ridge Regression,4.42886575155133
Ridge Regression,1.4893609420820944
Ridge Regression,5.624786780610045
Ridge Regression,8.030177305496402
Ridge Regression,7.278353339389232
Ridge Regression,8.599421126181092
Ridge Regression,13.620735317021524
Ridge Regression,34.220966221274466
Ridge Regression,32.34899898888079
Ridge Regression,5.226909610493802
Ridge Regression,16.20063538242393
Ridge Regression,13.78645077116838
Ridge Regression,7.544186551770195
Ridge Regression,30.82685600702168
Ridge Regression,3.8231103318217294
Ridge Regression,1.4971471726752843
Ridge Regression,0.2240108786416485
Ridge Regression,21.560096610351806
Ridge Regression,12.363495346710247
Ridge Regression,38.507151790093516
Ridge Regression,11.587861489256243
Ridge Regression,27.118640562834738
Ridge Regression,3.096448993403237
Ridge Regression,6.470538205495457
Ridge Regression,25.111897918084402
Ridge Regression,2.4216228788261627
Ridge Regression,17.387295523678038
Ridge Regression,50.60523268493065
Ridge Regression,4.309845733526013
Ridge Regression,16.013032912118682
Ridge Regression,7.084822515850346
Ridge Regression,5.156214658187123
Ridge Regression,6.033317192910454
Ridge Regression,4.713634017618708
Ridge Regression,1.5252180771136266
Ridge Regression,26.354502942200703
Ridge Regression,16.65268733953036
Ridge Regression,12.998037895788128
Ridge Regression,8.989584693037463
Ridge Regression,3.250467521287285
Ridge Regression,10.07997366825127
Ridge Regression,3.1480787794690235
Ridge Regression,30.188289089867144
Ridge Regression,17.73570595320868
Ridge Regression,2.1078581688256075
Ridge Regression,30.912746191237723
Ridge Regression,25.661482509705742
Ridge Regression,13.624432156402227
Ridge Regression,3.9751316556087337
Ridge Regression,9.688048329170968
Ridge Regression,32.08048871103424
Ridge Regression,4.340071848954063
Ridge Regression,12.459029591566942
Ridge Regression,12.343398794962186
Ridge Regression,18.29646971573822
Ridge Regression,2.5262876040870896
Ridge Regression,0.27778145687841366
Ridge Regression,5.095970570566162
Ridge Regression,16.90827627677763
Ridge Regression,26.825778571923664
Ridge Regression,7.158118093515236
Ridge Regression,11.53678406190736
Ridge Regression,12.467536600062438
Ridge Regression,6.18783156432442
Ridge Regression,0.4576802501017091
Ridge Regression,5.230393603514122
Ridge Regression,7.331346575960436
Ridge Regression,8.07648603732041
Ridge Regression,12.147722516097872
Ridge Regression,24.801573836314144
Ridge Regression,14.90418783371174
Ridge Regression,9.81698768424986
Ridge Regression,25.794768733314204
Ridge Regression,27.855787134077737
Ridge Regression,12.106506095974462
Ridge Regression,27.011399190972707
Ridge Regression,2.567515140435353
Ridge Regression,8.813452269215603
Ridge Regression,2.5033277227596233
Ridge Regression,7.839251477676636
Ridge Regression,7.308730483757175
Ridge Regression,3.5732487545134974
Ridge Regression,0.7104782491967231
Ridge Regression,0.6011986684560623
Ridge Regression,1.339745052062236
Ridge Regression,5.99082135077775
Ridge Regression,2.697061856291144
Ridge Regression,10.242030659727144
Ridge Regression,24.969368151472924
Ridge Regression,28.5700531102728
Ridge Regression,9.711161224573479
Ridge Regression,6.318851324822042
Ridge Regression,1.480842218729879
Ridge Regression,30.6349610405587
Ridge Regression,8.323434553879489
Ridge Regression,17.974669457647888
Ridge Regression,18.971488451790496
Ridge Regression,1.619198423155731
Ridge Regression,0.08638197917130196
Ridge Regression,16.138129440097746
Ridge Regression,54.52775202666872
Ridge Regression,28.73307970085932
Ridge Regression,12.490395471743131
Lasso Regression,6.375989373288156
Lasso Regression,9.993322223048768
Lasso Regression,28.87315898589529
Lasso Regression,32.20324265564005
Lasso Regression,70.86014611805888
Lasso Regression,51.90792868378824
Lasso Regression,18.102801625198705
Lasso Regression,21.317217745156274
Lasso Regression,3.8430792528546522
Lasso Regression,18.29992210276294
Lasso Regression,6.927802529353415
Lasso Regression,2.753437319532647
Lasso Regression,21.485326632886306
Lasso Regression,22.194013976525707
Lasso Regression,19.070771654798968
Lasso Regression,14.376942796823686
Lasso Regression,56.90851475813392
Lasso Regression,5.265261408655913
Lasso Regression,5.254030583186421
Lasso Regression,32.830241438254816
Lasso Regression,18.081262130408916
Lasso Regression,106.09000265804087
Lasso Regression,0.8493519062871003
Lasso Regression,57.626388683018384
Lasso Regression,17.121479560281045
Lasso Regression,24.18325950030284
Lasso Regression,3.9465437523559697
Lasso Regression,28.604101539610866
Lasso Regression,11.840101587231837
Lasso Regression,24.24788511438424
Lasso Regression,11.6181861468671
Lasso Regression,9.341301163551389
Lasso Regression,33.45113732454458
Lasso Regression,1.7762119343597838
Lasso Regression,6.746380531785618
Lasso Regression,7.738932488657118
Lasso Regression,29.477909174247248
Lasso Regression,22.63853630186259
Lasso Regression,1.0680226107872446
Lasso Regression,4.141226347851567
Lasso Regression,9.919803643327771
Lasso Regression,33.776030314448676
Lasso Regression,9.423324731519758
Lasso Regression,16.382572952676856
Lasso Regression,21.579685005375968
Lasso Regression,13.18477718235706
Lasso Regression,8.559799730037714
Lasso Regression,30.46337274575829
Lasso Regression,10.898332176165782
Lasso Regression,1.4500501721737435
Lasso Regression,42.9481028205071
Lasso Regression,20.21921455018217
Lasso Regression,7.166874913816495
Lasso Regression,44.64979759370561
Lasso Regression,12.912226378703394
Lasso Regression,27.818540791142084
Lasso Regression,3.7322974411682805
Lasso Regression,13.306567836752103
Lasso Regression,5.278076784132615
Lasso Regression,2.0117223594541764
Lasso Regression,29.20242461254149
Lasso Regression,1.8043231447744212
Lasso Regression,8.278912643541894
Lasso Regression,28.825526874748764
Lasso Regression,29.17591131414402
Lasso Regression,36.64509511530875
Lasso Regression,28.44108686124279
Lasso Regression,4.720575508103939
Lasso Regression,10.515767547263442
Lasso Regression,11.348475563250613
Lasso Regression,3.0077680080643328
Lasso Regression,12.585781432675166
Lasso Regression,35.51570556977859
Lasso Regression,16.253299569182232
Lasso Regression,31.09207729232379
Lasso Regression,21.08543126738585
Lasso Regression,12.736593412822291
Lasso Regression,17.325366246007288
Lasso Regression,19.640095999197026
Lasso Regression,16.81923890304235
Lasso Regression,12.387299624399608
Lasso Regression,20.38520817079153
Lasso Regression,2.388498587372954
Lasso Regression,9.727390802321592
Lasso Regression,25.88924428151662
Lasso Regression,9.051915384084545
Lasso Regression,11.9605413235397
Lasso Regression,35.6892225957609
Lasso Regression,15.717659568595826
Lasso Regression,5.105100363953651
Lasso Regression,69.20295239714335
Lasso Regression,16.795508127988537
Lasso Regression,28.130332046176633
Lasso Regression,8.101572664341262
Lasso Regression,3.7756444323630407
Lasso Regression,20.81309454737576
Lasso Regression,0.1054077210828434
Lasso Regression,8.932692002930747
Lasso Regression,86.91153628246525
Lasso Regression,2.271077544378385
Lasso Regression,21.430283697637336
Lasso Regression,8.900562091666178
Lasso Regression,0.9120500806244705
Lasso Regression,10.022250017604287
Lasso Regression,14.796798152824847
Lasso Regression,8.837014095802369
Lasso Regression,3.497259172146313
Lasso Regression,4.808644116364285
Lasso Regression,38.94191874450961
Lasso Regression,42.87142911080856
Lasso Regression,5.44015349311192
Lasso Regression,20.80041637387109
Lasso Regression,12.750342110869036
Lasso Regression,8.146799576438392
Lasso Regression,43.04363476452993
Lasso Regression,32.449103982378
Lasso Regression,1.5538224990308724
Lasso Regression,15.930005825908808
Lasso Regression,11.030129655128093
Lasso Regression,7.652717266337278
Lasso Regression,31.19096748627188
Lasso Regression,17.531031365690193
Lasso Regression,2.2904581282751657
Lasso Regression,2.2376572859915536
Lasso Regression,19.449710126654914
Lasso Regression,16.21868701318578
Lasso Regression,39.95981320864252
Lasso Regression,10.067270795638523
Lasso Regression,31.068436725101776
Lasso Regression,13.950349726096938
Lasso Regression,39.37576840867009
Lasso Regression,9.867333068807639
Lasso Regression,9.23860375847581
Lasso Regression,6.64898560673821
Lasso Regression,56.97076275726647
Lasso Regression,0.3589553928983327
Lasso Regression,9.979782709071735
Lasso Regression,12.189876453443661
Lasso Regression,7.559214670005275
Lasso Regression,3.6080670233540384
Lasso Regression,7.385987513175091
Lasso Regression,1.1959672470699392
Lasso Regression,24.297678214984654
Lasso Regression,27.770341736659493
Lasso Regression,13.609798937613576
Lasso Regression,10.453339687762874
Lasso Regression,16.899529588762764
Lasso Regression,10.181697320915795
Lasso Regression,7.6437856892582134
Lasso Regression,24.888134906542465
Lasso Regression,24.50052351397014
Lasso Regression,27.448030276001106
Lasso Regression,53.319731240235946
Lasso Regression,21.720600469899377
Lasso Regression,9.511790607297737
Lasso Regression,8.883256458929095
Lasso Regression,89.38268069213254
Lasso Regression,1.97439287696803
Lasso Regression,4.572957324118117
Lasso Regression,16.772097057254946
Lasso Regression,19.310235238049327
Lasso Regression,17.18572449292138
Lasso Regression,0.7440046431408072
Lasso Regression,3.5939338359748705
Lasso Regression,10.161334143049464
Lasso Regression,7.881249706287402
Lasso Regression,16.954245456127165
Lasso Regression,7.630234203728503
Lasso Regression,8.286830628502084
Lasso Regression,21.911826953773947
Lasso Regression,0.07388856274374532
Lasso Regression,3.0307279556335005
Lasso Regression,7.684081437646065
Lasso Regression,6.820163323654368
Lasso Regression,17.308708442206235
Lasso Regression,16.792337144303758
Lasso Regression,10.81951942198438
Lasso Regression,16.21679103420983
Lasso Regression,7.266675638679705
Lasso Regression,7.8218304138947055
Lasso Regression,34.48357894989998
Lasso Regression,13.906062349094464
Lasso Regression,19.35961253647902
Lasso Regression,0.0624378461196671
Lasso Regression,16.907679358880493
Lasso Regression,4.412325975305401
Lasso Regression,6.180552074708786
Lasso Regression,6.813170159055815
Lasso Regression,2.754547671121606
Lasso Regression,1.6449567963443612
Lasso Regression,3.0078056275756735
Lasso Regression,7.270146805225375
Lasso Regression,13.074810117532005
Lasso Regression,32.78141994511286
Lasso Regression,11.092633446808595
Lasso Regression,25.634420651255258
Lasso Regression,56.42270943638032
Lasso Regression,5.594788578360866
Lasso Regression,13.380024456689412
Lasso Regression,10.359628477986288
Lasso Regression,42.29939030942067
Lasso Regression,65.75726621970432
Lasso Regression,17.618072818270388
Lasso Regression,22.048159302153568
Lasso Regression,1.9096771028288106
Lasso Regression,0.58581408223744
Lasso Regression,16.893383633518425
Lasso Regression,53.72087266838905
Lasso Regression,31.51181124520371
Lasso Regression,11.9129362717636
Decision Tree,5.346984397933056
Decision Tree,2.086230876216968
Decision Tree,16.0
Decision Tree,20.994475138121548
Decision Tree,2.2002750343792976
Decision Tree,26.666666666666668
Decision Tree,3.5211267605633805
Decision Tree,1.9262295081967213
Decision Tree,19.565217391304348
Decision Tree,6.956521739130435
Decision Tree,1.5873015873015872
Decision Tree,15.086206896551724
Decision Tree,3.931750741839762
Decision Tree,33.66834170854271
Decision Tree,28.947368421052634
Decision Tree,4.724096863834855
Decision Tree,40.883190883190885
Decision Tree,5.2320777570802
Decision Tree,11.131691053898871
Decision Tree,30.208333333333332
Decision Tree,9.230769230769232
Decision Tree,26.31578947368421
Decision Tree,16.807425370014215
Decision Tree,23.25581395348837
Decision Tree,11.06612685560054
Decision Tree,9.091818181818182
Decision Tree,5.194805194805195
Decision Tree,24.651162790697676
Decision Tree,1.6352201257861636
Decision Tree,8.560794044665013
Decision Tree,16.999916999917
Decision Tree,11.11111111111111
Decision Tree,54.89642184557438
Decision Tree,4.526166902404526
Decision Tree,1.25
Decision Tree,7.865168539325842
Decision Tree,4.592592592592593
Decision Tree,37.88461538461539
Decision Tree,0.9900990099009901
Decision Tree,0.0
Decision Tree,4.571428571428571
Decision Tree,33.42696629213483
Decision Tree,12.5
Decision Tree,10.891089108910892
Decision Tree,29.460580912863072
Decision Tree,29.582806573957015
Decision Tree,9.174311926605505
Decision Tree,5.932203389830509
Decision Tree,54.166666666666664
Decision Tree,10.718789407313997
Decision Tree,11.616161616161616
Decision Tree,0.5934718100890208
Decision Tree,30.952380952380953
Decision Tree,23.699421965317917
Decision Tree,5.616438356164384
Decision Tree,3.761348897535668
Decision Tree,13.434650455927052
Decision Tree,26.122448979591837
Decision Tree,8.304498269896193
Decision Tree,5.555555555555555
Decision Tree,22.73342354533153
Decision Tree,3.6585365853658534
Decision Tree,24.46849632779281
Decision Tree,1.2376237623762376
Decision Tree,32.35294117647059
Decision Tree,45.30615559525743
Decision Tree,17.82051282051282
Decision Tree,6.578947368421052
Decision Tree,18.487394957983195
Decision Tree,4.477611940298507
Decision Tree,13.186813186813188
Decision Tree,44.03292181069959
Decision Tree,21.44702842377261
Decision Tree,14.285714285714285
Decision Tree,19.289340101522843
Decision Tree,7.8404401650618984
Decision Tree,7.430194036914339
Decision Tree,7.8125
Decision Tree,8.64864864864865
Decision Tree,29.411764705882355
Decision Tree,27.664864864864864
Decision Tree,51.14309906858594
Decision Tree,0.5945303210463734
Decision Tree,5.465116279069767
Decision Tree,22.807017543859647
Decision Tree,52.112676056338024
Decision Tree,6.423357664233577
Decision Tree,43.51851851851852
Decision Tree,4.8979591836734695
